CALLERTYPE,DATECANCELLED,DATEINVTDONE,DATETIMECLOSED,DATETIMEINIT,DESCRIPTION,NEIGHBORHOOD,PRJCOMPLETEDATE,PROBADDRESS,PROBADDTYPE,PROBCITY,PROBLEMCODE,PROBZIP,REQUESTID,SRX,SRY,STATUS,SUBMITTO,WARD
PHONE,NA,2018-01-05 09:10:00.0,2018-01-05 16:34:13.493,2018-01-04 11:04:51.143,Sign needs attention,1,2018-02-15 00:00:00.0,ELWOOD ST & S BROADWAY,B,NA,Sign needs attention,NA,1050215,893448.869,992681.753,CLOSED,"TRAFFIC DIVISION, 511",11
PHONE,NA,2018-01-05 08:16:25.12,2018-01-05 08:16:25.12,2018-01-04 11:05:27.337,Refuse not collected,65,2018-01-09 00:00:00.0,1521 HERDER ST,B,NA,Refuse not collected,NA,1050216,906077.556,1028294.652,CLOSED,"REFUSE,",3
NA,NA,2018-01-05 11:23:29.0,2018-01-05 11:24:32.887,2018-01-04 11:05:30.543,Vehicle Towing,23,2018-01-11 00:00:00.0,2300 ALLEN AVE,B,ST LOUIS,Vehicle Towing,63104,1050217,900227.316,1011598.053,CLOSED,"STREET DEPT, 510",7
WEB,NA,2018-01-04 12:03:21.0,2018-01-12 16:26:42.263,2018-01-04 11:06:23.0,Sunshine Request,NA,2018-10-08 00:00:00.0,NA,A,NA,Sunshine Request,NA,1050218,1,1,CLOSED,"Sunshine Law Coordinator,",NA
NA,NA,2018-01-25 14:58:07.0,2018-04-24 09:24:02.677,2018-01-04 11:07:13.027,Stump Removal,32,2018-01-24 00:00:00.0,2035 PARK AVE,B,NA,Stump Removal,NA,1050219,901738.557,1013984.972,CLOSED,"FORESTRY,",7
PHONE,NA,2018-01-04 11:10:26.767,2018-01-04 11:10:26.767,2018-01-04 11:08:13.323,Excavation Application,38,2018-02-15 00:00:00.0,4213 WESTMINSTER PL,B,NA,PmtApp_Excavation,NA,1050220,892401.56,1023400.968,CLOSED,"STREET PERMITS,",18
PHONE,NA,NA,NA,2018-01-04 11:10:07.343,Stray Animal Cntnd,56,2018-01-24 00:00:00.0,4475 LABADIE AVE,B,NA,Stray Animal Cntnd,NA,1050221,893872.831,1031579.795,Disptch,"ANIMAL CARE,",4
PHONE,NA,2018-01-05 08:17:15.893,2018-01-05 08:17:15.893,2018-01-04 11:12:01.313,Cntnr overflow/bulky,76,2018-01-09 00:00:00.0,5728 PAMPLIN AVE,B,NA,Cntnr overflow/bulky,NA,1050222,890762.496,1047204.897,CLOSED,"REFUSE,",27
NA,NA,2018-01-22 15:25:42.0,2018-01-22 15:26:03.987,2018-01-04 11:12:04.46,Illegl Use-Opn Storg,32,2018-01-24 00:00:00.0,1031 DOLMAN ST,B,NA,Illegl Use-Opn Storg,NA,1050223,903218.021,1014489.52,CLOSED,"BUILDING DIV,",6
NA,NA,2018-01-10 08:40:00.0,2018-01-10 21:47:27.367,2018-01-04 11:13:41.327,Sign needs attention,32,2018-02-15 00:00:00.0,1702 CARROLL ST,B,NA,Sign needs attention,NA,1050224,902894.298,1012814.993,CLOSED,"TRAFFIC DIVISION, 511",7
PHONE,NA,NA,NA,2018-01-04 11:14:52.62,Stray Cat,46,2018-01-15 00:00:00.0,DEBALIVIERE AVE & FOREST PARK AVE,B,NA,Stray Cat,NA,1050225,881496.938,1024736.32,Disptch,"TNR,",28
PHONE,NA,2018-01-23 11:08:28.0,2018-01-23 11:16:32.587,2018-01-04 11:16:45.943,WATER-CITZN-PROP-DAM,39,2018-01-17 00:00:00.0,1640 S KINGSHIGHWAY BLVD,B,NA,WATER-CITZN-PROP-DAM,NA,1050226,887165.719,1014445.501,CLOSED,"WATER DIV,",17
PHONE,NA,2018-01-05 08:18:05.813,2018-01-05 08:18:05.813,2018-01-04 11:17:53.903,Refuse not collected,31,2018-01-09 00:00:00.0,3308 CAROLINE ST,B,NA,Refuse not collected,NA,1050227,896537.229,1015214.064,CLOSED,"REFUSE,",19
PHONE,NA,2018-01-05 08:20:15.157,2018-01-05 08:20:15.157,2018-01-04 11:18:37.987,Refuse not collected,59,2018-01-09 00:00:00.0,2843 HOWARD ST,B,NA,Refuse not collected,NA,1050228,900929.802,1024513.847,CLOSED,"REFUSE,",3
WEB,NA,2018-01-05 08:21:06.413,2018-01-05 08:21:06.413,2018-01-04 11:18:56.0,Refuse not collected,56,2018-01-09 00:00:00.0,3519 PARIS AVE,A,NA,Refuse not collected,NA,1050229,894777.511,1032426.775,CLOSED,"REFUSE,",4
PHONE,NA,2018-01-05 15:35:19.963,2018-01-05 15:35:19.963,2018-01-04 11:19:03.013,Instructn hshld/blky,43,2018-01-11 00:00:00.0,1445 CUTTER AVE,B,NA,Instructn hshld/blky,NA,1050230,875583.539,1016587.381,CLOSED,"REFUSE,",24
PHONE,NA,2018-01-05 08:29:58.063,2018-01-05 08:29:58.063,2018-01-04 11:19:52.327,Refuse not collected,43,2018-01-09 00:00:00.0,1445 CUTTER AVE,B,NA,Refuse not collected,NA,1050231,875583.539,1016587.381,CLOSED,"REFUSE,",24
WEB,NA,2018-01-04 19:50:00.0,2018-01-04 19:52:05.507,2018-01-04 11:20:22.0,Whole block lights out,38,2018-01-08 00:00:00.0,4140 WASHINGTON AVE,A,NA,Whole Blk Lights Out,NA,1050232,893131.281,1023678.732,CLOSED,"TRAFFIC DIVISION, 511",18
PHONE,NA,2018-01-04 11:25:50.943,2018-01-04 11:25:50.943,2018-01-04 11:21:43.737,Walk-In Blocking Permit,29,2018-02-15 00:00:00.0,3857 LAFAYETTE AVE,B,NA,PmtApp_Walk-in,NA,1050233,893251.993,1013921.887,CLOSED,"STREET PERMITS,",19
PHONE,NA,2018-01-05 15:44:54.12,2018-01-05 15:44:54.12,2018-01-04 11:21:52.637,Foreman cntct citizn,29,2018-01-09 00:00:00.0,3866 MCREE AVE,B,NA,Foreman cntct citizn,NA,1050234,893164.55,1014081.606,CLOSED,"REFUSE,",19
PHONE,NA,2018-01-05 08:53:56.17,2018-01-05 08:53:56.17,2018-01-04 11:23:34.44,Refuse not collected,60,2018-01-09 00:00:00.0,1607 N 17TH ST,B,NA,Refuse not collected,NA,1050235,906137.616,1023418.353,CLOSED,"REFUSE,",5
PHONE,NA,2018-01-09 10:04:11.667,2018-01-09 10:04:11.667,2018-01-04 11:24:00.027,Foreman cntct citizn,60,2018-01-09 00:00:00.0,1607 N 17TH ST,B,NA,Foreman cntct citizn,NA,1050236,906081.701,1023480.232,CLOSED,"REFUSE,",5
PHONE,NA,2018-01-05 08:34:58.467,2018-01-05 08:34:58.467,2018-01-04 11:24:01.637,Refuse not collected,34,2018-01-09 00:00:00.0,1724 S TUCKER BLVD,B,NA,Refuse not collected,NA,1050237,904067.059,1011798.228,CLOSED,"REFUSE,",7
WEB,NA,2018-01-04 19:50:36.0,2018-01-04 19:51:27.857,2018-01-04 11:24:30.0,Whole block lights out,38,2018-01-08 00:00:00.0,525 WHITTIER ST,A,NA,Whole Blk Lights Out,NA,1050238,892691.14,1023862.278,CLOSED,"TRAFFIC DIVISION, 511",18
OTHER,NA,2018-01-05 09:44:41.313,2018-01-05 09:44:41.313,2018-01-04 11:29:31.91,Whole block lights out,51,2018-01-08 00:00:00.0,1415 N KINGSHIGHWAY BLVD,B,NA,Whole Blk Lights Out,NA,1050239,888096.501,1030049.354,CLOSED,"TRAFFIC DIVISION, 511",18
WEB,NA,2018-01-04 12:55:43.903,2018-01-04 12:55:43.903,2018-01-04 11:30:49.0,Blocking Application,32,2018-02-15 00:00:00.0,1022 S JEFFERSON AVE,A,NA,PmtApp_Blocking,NA,1050240,900864.683,1015263.893,CLOSED,"STREET PERMITS,",6
PHONE,NA,2018-01-23 11:26:57.0,2018-01-23 11:27:01.093,2018-01-04 11:30:57.04,WTR-COMING-UP,76,2018-01-17 00:00:00.0,5975 SHERRY AVE,B,NA,WTR-COMING-UP,NA,1050241,888857.393,1044489.38,CLOSED,"WATER DIV,",27
PHONE,NA,2018-01-05 15:34:35.4,2018-01-05 15:34:35.4,2018-01-04 11:33:11.647,Snow/Ice - Residnl,76,2018-01-10 00:00:00.0,5975 SHERRY AVE,B,NA,Snow/Ice - Residnl,NA,1050242,888857.393,1044489.38,CLOSED,"STREET DIVISION, 514",27
PHONE,NA,2018-01-05 08:56:28.49,2018-01-05 08:56:28.49,2018-01-04 11:35:47.103,Refuse not collected,59,2018-01-09 00:00:00.0,2953 BELL AVE,B,NA,Refuse not collected,NA,1050243,900324.85,1021888.87,CLOSED,"REFUSE,",19
WEB,NA,2018-01-04 12:49:36.317,2018-01-04 12:49:36.317,2018-01-04 11:37:38.0,Excavation Application,16,2018-02-15 00:00:00.0,3833 CALIFORNIA AVE,A,NA,PmtApp_Excavation,NA,1050244,896807.014,1002228.871,CLOSED,"STREET PERMITS,",20
WEB,NA,2018-01-04 11:49:48.07,2018-01-04 11:49:48.07,2018-01-04 11:37:52.0,Excavation Application,64,2018-02-15 00:00:00.0,ANGELICA ST & N BROADWAY,B,NA,PmtApp_Excavation,NA,1050245,906302.807,1032008.156,CLOSED,"STREET PERMITS,",2
PHONE,NA,2018-01-17 11:23:27.623,2018-01-17 11:23:27.623,2018-01-04 11:39:53.417,ELEVATOR REPAIRS,NA,2018-01-08 00:00:00.0,1915 OLIVE,B,ST. LOUIS,ELEVATOR REPAIRS,63103,1050246,NA,NA,CLOSED,"FACILITIES MGMT,",NA
PHONE,NA,2018-01-09 13:20:23.857,2018-01-09 13:20:23.857,2018-01-04 11:41:09.683,Refuse not collected,60,2018-01-09 00:00:00.0,1800 RAUSCHENBACH AVE,B,NA,Refuse not collected,NA,1050247,904319.933,1024702.747,CLOSED,"REFUSE,",5
WEB,NA,2018-01-04 14:43:49.757,2018-01-04 14:43:49.757,2018-01-04 11:43:44.0,Blocking Application,15,2018-02-15 00:00:00.0,3625 WINNEBAGO ST,A,NA,PmtApp_Blocking,NA,1050248,893007.242,1003973.701,CLOSED,"STREET PERMITS,",15
PHONE,NA,2018-01-05 11:06:51.987,2018-01-05 11:06:52.073,2018-01-04 11:45:03.01,Cntnr blocking,12,2018-01-09 00:00:00.0,5223 SHAW AVE,B,NA,Cntnr blocking,NA,1050249,884993.625,1014065.397,CLOSED,"REFUSE,",10
PHONE,NA,2018-01-04 12:59:39.0,2018-01-18 12:17:49.75,2018-01-04 11:45:11.31,Containr damaged,76,2018-01-15 00:00:00.0,6327 SALOMA AVE,B,NA,Containr damaged,NA,1050250,887348.159,1044349.346,CLOSED,"REFUSE,",27
PHONE,NA,2018-01-09 08:16:26.0,2018-01-09 08:07:16.073,2018-01-04 11:49:35.09,"Street, alley, or sidewalk cave-in",74,2018-01-09 00:00:00.0,1148 HOWELL ST,B,NA,Cave-Ins,NA,1050251,895024.448,1051639.244,CLOSED,"STREET DEPT, 510",2
PHONE,NA,2018-01-05 08:17:29.0,2018-01-05 08:17:55.79,2018-01-04 11:52:43.323,Cntnr overflow/bulky,13,2018-01-09 00:00:00.0,5431 REBER PL,B,NA,Cntnr overflow/bulky,NA,1050252,883098.217,1010706.638,CLOSED,"REFUSE,",10
PHONE,NA,2018-01-08 07:06:43.0,2018-01-09 12:56:44.483,2018-01-04 11:54:07.593,Cntnr blocking,1,2018-01-09 00:00:00.0,6814 PENNSYLVANIA AVE,B,NA,Cntnr blocking,NA,1050253,890992.984,990408.141,CLOSED,"REFUSE,",11
WEB,NA,2018-01-04 12:07:28.0,2018-01-04 12:08:38.88,2018-01-04 11:54:29.0,Vehicle-Rt of Way,NA,2018-01-24 00:00:00.0,Walsh St @ Macklind Ave,B,NA,Vehicle-Rt of Way,NA,1050254,1,1,CLOSED,"TREAS PRKG SVC,",NA
PHONE,NA,2018-01-09 13:21:13.267,2018-01-09 13:21:13.267,2018-01-04 11:56:30.337,Refuse not collected,60,2018-01-09 00:00:00.0,1610 HOGAN AVE,B,NA,Refuse not collected,NA,1050255,905608.322,1023575.486,CLOSED,"REFUSE,",3
WEB,NA,2018-08-07 15:34:14.69,2018-08-07 15:34:14.69,2018-01-04 11:58:24.0,Excavation Application,18,2018-02-15 00:00:00.0,1906 CHEROKEE ST,A,NA,PmtApp_Excavation,NA,1050256,900506.481,1004603.751,CLOSED,"STREET PERMITS,",9
PHONE,NA,2018-01-04 22:50:00.0,2018-01-04 22:58:23.817,2018-01-04 11:58:55.91,Single street light out,13,2018-01-09 00:00:00.0,4526 TOWER GROVE PL,B,NA,Single Light Out,NA,1050257,887712.969,1011351.519,CLOSED,"TRAFFIC DIVISION, 511",8
PHONE,NA,2018-01-04 13:14:27.187,2018-01-04 13:14:27.187,2018-01-04 12:02:38.98,Signal Damaged,39,2018-01-09 00:00:00.0,S VANDEVENTER AVE & S BOYLE AVE,B,NA,Signal Damaged,NA,1050258,890615.854,1016189.46,CLOSED,"TRAFFIC DIVISION, 511",17
PHONE,NA,2018-01-05 10:26:00.0,NA,2018-01-04 12:03:00.573,Sewer Lateral Defect,43,2018-01-18 00:00:00.0,2227 MCCAUSLAND AVE,B,NA,Sewer Lateral Defect,NA,1050259,874705.743,1013663.295,Inspect,"STREET DEPT, 510",24
WEB,NA,2018-01-04 12:09:21.0,2018-01-04 17:13:12.517,2018-01-04 12:04:33.0,Sunshine Request,NA,2018-10-08 00:00:00.0,NA,A,NA,Sunshine Request,NA,1050260,1,1,CLOSED,"Sunshine Law Coordinator,",NA
PHONE,NA,2018-01-04 13:00:11.0,2018-01-12 10:31:18.99,2018-01-04 12:16:49.717,Containr damaged,64,2018-01-15 00:00:00.0,1535 N 7TH ST,B,NA,Containr damaged,NA,1050261,909579.964,1022388.597,CLOSED,"REFUSE,",5
ADMIN BUILDING,NA,2018-02-13 10:57:08.31,2018-02-13 10:57:08.31,2018-01-04 12:18:34.74,BOILER/FURNACE/RADIATOR,NA,2018-01-11 00:00:00.0,1200 MARKET,B,ST. LOUIS,BOILER/FURNACE/RADIA,63103,1050262,NA,NA,CLOSED,"FACILITIES MGMT,",NA
PHONE,NA,2018-01-24 07:38:22.71,2018-01-24 07:38:22.71,2018-01-04 12:21:01.7,RECEPTACLE/SWITCH,NA,2018-01-08 00:00:00.0,3919 LACLEDE,B,ST. LOUIS,RECEPTACLE/SWITCH,63108,1050263,NA,NA,CLOSED,"FACILITIES MGMT,",NA
PHONE,NA,2018-03-12 10:02:08.08,2018-03-12 10:02:08.08,2018-01-04 12:22:45.323,Lead Insp,48,2018-02-15 00:00:00.0,1219 MONTCLAIR AVE,B,NA,Lead Insp,NA,1050264,883201.414,1030732.494,CLOSED,"BLDG LEAD INSP,",26
WEB,NA,2018-01-10 11:53:00.0,NA,2018-01-04 12:23:26.0,Inspect City Tree,1,2018-01-24 00:00:00.0,6322 MICHIGAN AVE,A,NA,Inspect City Tree,NA,1050265,891592.316,992141.589,SCHEDULED,"FORESTRY,",11
WEB,NA,2018-01-08 12:49:35.0,2018-02-27 14:34:13.147,2018-01-04 12:24:08.0,Property Damage-REF,8,2018-01-09 00:00:00.0,5220 MCCAUSLAND AVE,A,NA,Property Damage-REF,NA,1050266,874628.858,1001535.472,CLOSED,"REFUSE,",16
PHONE,NA,2018-01-05 15:45:25.437,2018-01-05 15:45:25.437,2018-01-04 12:27:58.14,Refuse not collected,78,2018-01-09 00:00:00.0,1476 STEWART PL,B,NA,Refuse not collected,NA,1050267,885385.233,1031821.898,CLOSED,"REFUSE,",26
PHONE,NA,2018-01-29 13:14:47.0,2018-01-29 13:15:11.02,2018-01-04 12:28:34.94,Ppty Maint Code-Ext,59,2018-01-24 00:00:00.0,3744 PALM ST,B,ST LOUIS,Ppty Maint Code-Ext,63107,1050268,899911.213,1029771.597,CLOSED,"BUILDING DIV,",3
PHONE,NA,NA,NA,2018-01-04 12:32:37.36,Vehicle-Rt of Way,43,2018-01-24 00:00:00.0,MITCHELL AVE & LOUISVILLE AVE,B,NA,Vehicle-Rt of Way,NA,1050269,877546.821,1015397.04,Disptch,"TREAS PRKG SVC,",24
PHONE,NA,2018-01-04 12:53:23.223,2018-01-04 12:53:23.223,2018-01-04 12:33:33.643,Refuse not collected,59,2018-01-09 00:00:00.0,2800 HOWARD ST,B,NA,Refuse not collected,NA,1050270,901323.753,1024389.029,CLOSED,"REFUSE,",3
PHONE,2018-01-04 13:46:20.0,NA,NA,2018-01-04 12:35:45.36,PEST CONTROL SERVICES,NA,2018-01-11 00:00:00.0,919 N. JEFFERSON,B,ST. LOUIS,PEST CONTROL,63115,1050271,NA,NA,CANCEL,"FACILITIES MGMT,",NA
ADMIN BUILDING,NA,NA,NA,2018-01-04 12:40:37.957,DOOR REPAIR,NA,2018-01-25 00:00:00.0,1200 MARKET,B,ST. LOUIS,DOOR REPAIR,63103,1050272,NA,NA,Disptch,"FACILITIES MGMT,",NA
WEB,NA,NA,NA,2018-01-04 12:42:08.0,Insufficient Heat,65,2018-01-15 00:00:00.0,3515 N 11TH ST,A,NA,Insufficient Heat,NA,1050273,906619.694,1029396.312,Disptch,"COMM SANITATION,",3
PHONE,NA,2018-01-05 08:16:40.0,2018-01-05 08:17:06.207,2018-01-04 12:45:40.08,Cntnr overflow/bulky,13,2018-01-09 00:00:00.0,5371 ODELL ST,B,NA,Cntnr overflow/bulky,NA,1050274,883554.469,1010127.064,CLOSED,"REFUSE,",8
WEB,NA,2018-01-04 15:22:11.273,2018-01-04 15:22:11.273,2018-01-04 12:45:45.0,Excavation Application,65,2018-02-15 00:00:00.0,1906 GARDEN ST,A,NA,PmtApp_Excavation,NA,1050275,905575.98,1028956.161,CLOSED,"STREET PERMITS,",3
PHONE,NA,2018-01-22 15:46:51.0,2018-01-22 15:47:13.223,2018-01-04 12:46:11.003,Parking Lot Cndition,48,2018-01-24 00:00:00.0,1111 HODIAMONT AVE,B,NA,Parking Lot Cndition,NA,1050276,879029.872,1030603.779,CLOSED,"BUILDING DIV,",26
WEB,NA,2018-01-08 05:41:11.033,2018-01-08 05:41:11.033,2018-01-04 12:48:52.0,Dead Animal,73,2018-01-08 00:00:00.0,5800 GOODFELLOW BLVD,A,NA,Dead Animal,NA,1050277,890232.537,1048617.434,CLOSED,"REFUSE,",27
PHONE,NA,2018-01-10 09:17:05.633,2018-01-10 09:17:05.633,2018-01-04 12:50:39.707,Single street light out,73,2018-01-09 00:00:00.0,RIVERVIEW BLVD & SWITZER AVE,B,NA,Single Light Out,NA,1050278,893854.684,1049125.383,CLOSED,"TRAFFIC DIVISION, 511",2
WEB,NA,2018-01-04 15:19:23.993,2018-01-04 15:19:23.993,2018-01-04 12:51:25.0,Excavation Application,NA,2018-02-15 00:00:00.0,2913 -2915  N 13TH ST,A,NA,PmtApp_Excavation,NA,1050279,906756.435,1026827.468,CLOSED,"STREET PERMITS,",NA
WEB,NA,2018-01-06 14:34:27.873,2018-01-06 14:34:27.873,2018-01-04 12:51:33.0,Refuse not collected,76,2018-01-09 00:00:00.0,6318 LILLIAN AVE,A,NA,Refuse not collected,NA,1050280,887474.226,1044408.749,CLOSED,"REFUSE,",27
PHONE,NA,2018-01-05 10:02:31.0,2018-01-05 10:03:16.24,2018-01-04 12:53:22.51,Incorrect Bill,27,2018-01-15 00:00:00.0,3846 FLAD AVE,B,NA,Incorrect Bill,NA,1050281,893074.362,1011607.58,CLOSED,"REFUSE,",8
WEB,NA,NA,NA,2018-01-04 12:57:43.0,WTRNBLDG-PIPE-REM,67,2018-01-17 00:00:00.0,4323 LINTON AVE,A,NA,WTRNBLDG-PIPE-REM,NA,1050282,900898.916,1033468.591,Disptch,"WATER DIV,",3
WEB,NA,2018-01-23 11:01:25.0,2018-01-23 11:01:32.267,2018-01-04 12:58:02.0,WTR-COMING-UP,9,2018-01-17 00:00:00.0,4515 JAMIESON AVE,A,NA,WTR-COMING-UP,NA,1050283,874444.842,1004047.402,CLOSED,"WATER DIV,",16
WEB,NA,2018-01-04 15:20:01.727,2018-01-04 15:20:01.727,2018-01-04 12:58:12.0,Excavation Application,NA,2018-02-15 00:00:00.0,3243 N 20TH ST,A,NA,PmtApp_Excavation,NA,1050284,905407.816,1027947.906,CLOSED,"STREET PERMITS,",NA
PHONE,NA,2018-01-22 15:41:33.0,2018-01-22 15:42:03.86,2018-01-04 12:59:15.637,Ppty Maint Code-Int,71,2018-01-24 00:00:00.0,5081 RUSKIN AVE,B,NA,Ppty Maint Code-Int,NA,1050285,893202.698,1040288.337,CLOSED,"BUILDING DIV,",1
WEB,NA,2018-01-04 13:17:06.777,2018-01-04 13:17:06.777,2018-01-04 12:59:50.0,Overdimensional Vehicle Application,64,2018-02-15 00:00:00.0,1901 N 1ST ST,A,NA,PmtApp_Overdimnsnl,NA,1050286,910286.755,1024112.786,CLOSED,"STREET PERMITS,",2
PHONE,NA,2018-01-08 07:15:00.0,2018-01-10 07:16:35.16,2018-01-04 13:01:53.877,Insufficient Heat,24,2018-01-15 00:00:00.0,2715 SHENANDOAH AVE,B,NA,Insufficient Heat,NA,1050287,898688.489,1010420.807,CLOSED,"COMM SANITATION,",7
PHONE,NA,2018-02-08 09:30:21.973,2018-02-08 09:30:21.973,2018-01-04 13:05:27.503,Single street light out,74,2018-01-09 00:00:00.0,8623 CHURCH RD,B,NA,Single Light Out,NA,1050288,896210.724,1050272.897,CLOSED,"TRAFFIC DIVISION, 511",2
PHONE,NA,2018-01-06 11:45:39.627,2018-01-06 11:45:39.627,2018-01-04 13:06:06.993,Cntnr overflow/bulky,69,2018-01-09 00:00:00.0,4852 CALVIN AVE,B,NA,Cntnr overflow/bulky,NA,1050289,893853.806,1037251.368,CLOSED,"REFUSE,",1
WEB,NA,2018-01-05 08:51:17.0,2018-01-05 08:58:04.19,2018-01-04 13:06:40.0,Illegal Use,NA,2018-01-18 00:00:00.0,4119 CASTLEMAN AV,A,NA,Illegal Use,NA,1050290,891213.258,1013086.191,CLOSED,"STREET DEPT, 510",NA
PHONE,NA,2018-01-09 12:13:48.19,2018-01-09 12:13:48.19,2018-01-04 13:07:13.733,Single street light out,68,2018-01-09 00:00:00.0,4571 HARRIS AVE,B,NA,Single Light Out,NA,1050291,899524.184,1035301.618,CLOSED,"TRAFFIC DIVISION, 511",21
PHONE,NA,2018-01-09 13:03:18.73,2018-01-09 13:03:18.73,2018-01-04 13:10:57.78,Refuse not collected,76,2018-01-09 00:00:00.0,6331 SALOMA AVE,B,NA,Refuse not collected,NA,1050292,887279.837,1044309.868,CLOSED,"REFUSE,",27
PHONE,NA,2018-01-09 09:33:54.897,2018-01-09 09:33:54.897,2018-01-04 13:11:36.997,Foreman cntct citizn,74,2018-01-09 00:00:00.0,8665 ORIOLE AVE,B,NA,Foreman cntct citizn,NA,1050293,894526.933,1049353.774,CLOSED,"REFUSE,",2
WEB,2018-09-08 15:06:48.0,NA,NA,2018-01-04 13:13:26.0,Blocking Application,38,2018-02-15 00:00:00.0,UNION BLVD & DELMAR BLVD,B,NA,PmtApp_Blocking,NA,1050294,884928.025,1026574.661,CANCEL,"STREET PERMITS,",28
PHONE,NA,NA,NA,2018-01-04 13:14:09.553,Check Welfare,68,2018-01-24 00:00:00.0,4426 ATHLONE AVE,B,NA,Check Welfare,NA,1050295,898316.676,1035124.418,Disptch,"ANIMAL CARE,",21
WEB,NA,2018-03-06 14:36:17.047,2018-03-06 14:36:17.047,2018-01-04 13:17:24.0,Graffiti-Public,10,2018-01-24 00:00:00.0,IVANHOE AVE & SOUTHWEST AVE,B,NA,Graffiti-Public,NA,1050296,876923.126,1012263.864,CLOSED,"OP BRIGHTSIDE,",24
PHONE,NA,2018-01-05 09:16:06.193,2018-01-05 09:16:06.193,2018-01-04 13:17:30.367,Refuse not collected,73,2018-01-09 00:00:00.0,5951 TARA LN,B,NA,Refuse not collected,NA,1050297,892598.801,1048065.662,CLOSED,"REFUSE,",27
PHONE,NA,2018-01-05 08:38:46.993,2018-01-05 08:38:46.993,2018-01-04 13:19:53.057,Refuse not collected,44,2018-01-09 00:00:00.0,1318 KRAFT ST,B,NA,Refuse not collected,NA,1050298,877168.587,1017328.89,CLOSED,"REFUSE,",24
WEB,NA,2018-01-05 12:00:00.0,2018-01-05 16:37:44.253,2018-01-04 13:20:08.0,Traffic Graffiti,10,2018-01-18 00:00:00.0,IVANHOE AVE & SOUTHWEST AVE,B,NA,Traffic Graffiti,NA,1050299,876923.126,1012263.864,CLOSED,"TRAFFIC DIVISION, 511",24
WEB,NA,2018-01-05 00:00:00.0,2018-01-09 12:33:20.297,2018-01-04 13:20:28.0,Misc-LRA,67,2018-02-15 00:00:00.0,4326 LINTON AVE,A,NA,Misc-LRA,NA,1050300,901071.235,1033402.086,CLOSED,"LRA,",3
WEB,NA,2018-01-23 14:39:34.0,2018-01-23 14:40:23.897,2018-01-04 13:22:24.0,WTR-COMING-UP,15,2018-01-17 00:00:00.0,3854 CONNECTICUT ST,A,NA,WTR-COMING-UP,NA,1050301,892075.98,1007541.275,CLOSED,"WATER DIV,",15
PHONE,NA,2018-01-23 11:26:41.0,2018-01-23 11:26:44.843,2018-01-04 13:23:57.227,WTR-COMING-UP,8,2018-01-17 00:00:00.0,5405 DONOVAN AVE,B,NA,WTR-COMING-UP,NA,1050302,875986.712,1000937.362,CLOSED,"WATER DIV,",16
PHONE,NA,2018-01-05 15:38:18.68,2018-01-05 15:38:18.68,2018-01-04 13:25:25.813,Snow/Ice - Residnl,8,2018-01-10 00:00:00.0,5405 DONOVAN AVE,B,NA,Snow/Ice - Residnl,NA,1050303,875986.712,1000937.362,CLOSED,"STREET DIVISION, 514",16
WEB,NA,NA,NA,2018-01-04 13:29:09.0,Vehicle-Rt of Way,11,2018-01-24 00:00:00.0,6211 REBER PL,A,NA,Vehicle-Rt of Way,NA,1050304,879363.119,1011466.122,Disptch,"TREAS PRKG SVC,",24
WEB,NA,2018-01-04 16:10:23.0,2018-02-08 17:12:25.23,2018-01-04 13:32:06.0,Sunshine Request,NA,2018-10-08 00:00:00.0,800 Washington Ave.,A,St. Louis,Sunshine Request,NA,1050305,1,1,CLOSED,"Sunshine Law Coordinator,",NA
PHONE,NA,2018-01-05 12:09:00.0,2018-04-02 12:11:40.31,2018-01-04 13:35:02.693,Dangerous Animal,50,2018-01-11 00:00:00.0,5815 WABADA AVE,B,NA,Dangerous Animal,NA,1050306,883686.324,1034938.348,CLOSED,"ANIMAL CARE,",22
WEB,NA,2018-01-11 12:10:03.497,2018-01-11 12:10:03.497,2018-01-04 13:36:35.0,Excavation Application,NA,2018-02-15 00:00:00.0,S 10th St @ Walnut St,B,NA,PmtApp_Excavation,NA,1050307,1,1,CLOSED,"STREET PERMITS,",NA
PHONE,NA,2018-01-18 17:51:00.0,2018-03-22 17:51:45.27,2018-01-04 13:40:01.763,"Unsanitary Pets, Ext",73,2018-01-26 00:00:00.0,1834 ETON LN,B,NA,"Unsanitary Pets, Ext",NA,1050308,890991.479,1049398.256,CLOSED,"VECTOR CNTRL,",27
WEB,NA,2018-01-08 08:03:16.0,2018-01-17 11:07:07.063,2018-01-04 13:44:59.0,Vehicle Towing,38,2018-01-11 00:00:00.0,WHITTIER ST & WASHINGTON BLVD,B,NA,Vehicle Towing,NA,1050309,892716.736,1024091.93,CLOSED,"STREET DEPT, 510",18
PHONE,NA,2018-01-05 12:17:41.0,2018-01-09 10:09:23.267,2018-01-04 13:52:24.51,Cntnr out of postion,18,2018-01-11 00:00:00.0,2137 STANSBURY ST,B,NA,Cntnr out of postion,NA,1050310,898921.639,1002719.296,CLOSED,"REFUSE,",20
PHONE,NA,2018-01-12 14:52:28.0,2018-01-12 14:52:48.507,2018-01-04 13:54:30.347,Illegl Use-Opn Storg,76,2018-01-24 00:00:00.0,6037 GARESCHE AVE,B,NA,Illegl Use-Opn Storg,NA,1050311,889702.258,1045213.34,CLOSED,"BUILDING DIV,",27
